 ;Manually Marked;Keyword-based Searching;Tool;0: false    1-2-3: true    4:not applicable;;;
bell;0;0;0;;;;
user sound;0;0;0;;;;
Also:;0;0;0;;;;
studio quality recorded sounds;1;1;1;;;;
shake force variable volume;0;0;0;;;;
device position variable tone;0;0;0;;;;
vibrate on shake simulates real shaker;0;0;0;;;;
continuous sound on hold option;0;0;1;;;;
user sample recording;0;1;0;;;;
sample load and save;0;0;0;;;;
sample import from SD card;0;0;0;;;;
4 global DSP sound effects;0;0;0;;;;
7 backgrounds;0;0;0;;;;
tablet/pad support;0;0;0;;;;
Recent changes: V1.5 changes: Added global DSP sound effects, fixed recording for some devices.;0;1;0;;;;
Content rating: Everyone;0;0;0;;;;
##it.android.ChatBox;0;0;4;;;;
##\APPLICATION\SOCIAL\_desc.txt;0;0;4;;;;
ChatBox without registration, free login, public chat, private chat support text messaging, real-time voice chat rooms and create hundreds of people, dozens of chat rooms hot topics: Chat news, talk stocks, real estate chat, chat gender, and talk of love, marriage, chat, chat entrance, talk movies, chat tourism, sports talk, live chat, chat games and so on.;0;1;0;;;;
Support for computer access (http://www.googcall.com) in chat rooms with phone ChatBox chat and babbling.;0;0;0;;;;
How to eleven whisper: in a private chat room user list, select the user, click to enter a private chat session How to change chat rooms: In the chat room list, select a chat room, click to enter the chat room How to build chat rooms: a list for a long time in chat rooms in any line of dialog box will appear to create chat rooms;0;0;0;;;;
Recent changes: 1.0.4;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.arcdroid.drumset;0;0;4;;;;
##\APPLICATION\MUSIC_AND_AUDIO\_desc.txt;0;0;4;;;;
Play the drums on your android phone with this drum pad set.;0;0;0;;;;
Drum set Pro allows you to record your favorite beat and play it back or save it for later.;1;1;2;;;;
Please email me if you have any issues or ideas for improvement.;0;0;0;;;;
Thanks and happy playing.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.readingbee.studiofreeaudiobooks;0;0;4;;;;
##\APPLICATION\BOOKS_AND_REFERENCE\_desc.txt;0;0;4;;;;
Reading Bee Audiobooks are now Text Synchronized!;0;1;1;;;;
Creating text synchronized audiobook is a manual time consuming process.;0;1;0;;;;
We are in the process of publishing a large number of digital talking books for people who wish to hear and navigate written material presented in an audible format.;0;0;0;;;;
Reading Bee indexes Top Rated Audio Books and combine with the most powerful multimedia playback controls & functions to promote the joy of reading and the love of good books!;0;1;1;;;;
Reading Bee is not only an audio book reader, it is the ultimate learning application that contains everything you need to learn to read and speak fluently.;0;1;1;;;;
Read or listen to your favorite books while improve your reading/language skills.;0;0;0;;;;
Each book comes with audio and transcripts at your finger tips for live streaming or download.;0;1;0;;;;
The latest update includes our innovative audio transcript sychronization feature.;0;1;0;;;;
Designed to work on both phones and tablets.;0;0;0;;;;
Please update to the latest release to resolve force close bugs.;0;0;0;;;;
Please download Reading Bee Premium edition for more text synchronized books!;0;0;0;;;;
Enjoy!;0;0;0;;;;
Recent changes: Auto Highlight Text;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##org.prowl.recorder;0;0;4;;;;
##\APPLICATION\TRANSPORTATION\_desc.txt;0;0;4;;;;
This is a plugin for the 'Torque' android app that allows you to overlay a video with your car OBD2 data.;0;0;0;;;;
Perfect to see how you were driving!;0;0;0;;;;
Some features are:;0;0;0;;;;
Watch the video you made with OBD data (speed, turbo boost, rpm as well as other OBD sensors) GPS, Accelerometers overlaid on the video.;0;0;0;;;;
Google Maps semi-transparent overlay so you can watch your position on a map as well as the video at the same time.;0;0;0;;;;
Can record in Hi-Def / HD or Low-def video (an option in the settings).;1;1;0;;;;
Even if you don't have an OBD2 module, the app can still record sensor information from GPS and the acceleromteter;0;1;0;;;;
Layout the recording dashboard how you want by press-and-holding on the screen.;0;1;0;;;;
Video export (including subtitles for supported players);0;0;0;;;;
Other uses include as a blackbox video recorder to record your daily drives, If you have a feature you want to see in the app, please email me using the contact developer link below!.;1;1;2;;;;
More sensors and gauges will be added in the next few releases!.;0;0;0;;;;
Check out the Torque forums at http://torque-bhp.com (click the developer link below).;0;0;0;;;;
Transfer of video (including overlays) from the phone is done and available by using the export video function in the app menu;0;0;0;;;;
this then lets you export the recordings you have made in a format suitable for uploading to YouTube or for your own storage;0;1;0;;;;
Note:This plugin needs the full version of Torque;0;0;0;;;;
Recent changes: Changes in 1.6.14;0;0;0;;;;
Upside down video fix for new recordings.;0;1;0;;;;
Bugfixes and Improvements to playback;0;0;0;;;;
Unit conversion fix;0;0;0;;;;
Export video function with dial overlays (beta) If you find a bug, please let me know and I'll do my best to fix!;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.foncannoninc.mysounds;0;0;4;;;;
##\APPLICATION\LIFESTYLE\_desc.txt;0;0;4;;;;
Want a custom ringtone?;0;0;0;;;;
This is a simple, very easy to use app that lets you record anything with your phone and make it into a custom ringtone, notification, or alarm!;0;1;0;;;;
Record friends laughing or trying to sing, babies talking, or any weird, funny noise you can find, and put it on your phone as a ringtone!;1;1;1;;;;
You can also use it as a soundboard, and keep those hilarious sounds ready when you need them.;1;0;0;;;;
My Sounds (Make a Ringtone) is one of the easiest to use ringtone makers available!;0;0;0;;;;
All free (banner ad supported).;0;0;0;;;;
Features:;0;0;0;;;;
Easy menu system, nothing to learn or figure out;0;0;0;;;;
Record sounds with the touch of a button;1;1;1;;;;
Set sounds as either a ringtone or notification It keeps a saved list of your favorite recordings, so you can easily switch between ringtones.;0;1;0;;;;
Easy and simple to use!;0;0;0;;;;
Category: this is a custom ringtone and soundboard, with custom editing.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##electrum2.drumslite;0;0;4;;;;
##\APPLICATION\MUSIC_AND_AUDIO\_desc.txt;0;0;4;;;;
Electrum Drum Machine DEMO Programmable drum machine.;0;0;0;;;;
DEMO RESTRICTIONS: Loading / Saving patches is Disabled Saving Drumkits is disabled.;0;0;0;;;;
Sequencer is disabled.;0;0;0;;;;
Only 1 pattern can be programmed.;0;0;0;;;;
PLEASE Note:;0;0;0;;;;
There are a few bugs that have been already fixed in the full version.;0;0;0;;;;
One major bug is Force Closing randomly while playing the multitouch pads.;0;0;0;;;;
This is fixed in the full version.;0;0;0;;;;
I am working on getting the demo version updated as soon as possible.;0;0;0;;;;
Sorry for the troubles!;0;0;0;;;;
Any work you do in the Demo will be saved upon close and reopened when you run Electrum again (current work gets saved).;0;0;0;;;;
You can still import samples, try FX, try the built-in drumkits, play the pads, etc.;0;0;0;;;;
GET FREE sound Paks from the market or from my website.;0;0;1;;;;
WAV file import;0;0;0;;;;
Load YOUR OWN SAMPLES from SDCARD.;0;0;0;;;;
Long press a sound button to bring up the sample loading dialog.;0;0;0;;;;
Use my Sonic Chop app (sold separate) to chop samples from MP3's on your device and load them right into Electrum!;0;0;0;;;;
Use samples and loops to make beats and songs.;0;0;0;;;;
Preview samples LIVE while the machine is playing, they will mix right into the beat.;0;0;0;;;;
Real time playback and editing;0;0;0;;;;
no waiting for sound to render before you hear your changes!;0;0;0;;;;
Look at the MENU for more options such as ability to save and load your own custom drumkits;0;0;0;;;;
once you've loaded the sounds you like unto the pads and adjusted them you can save the settings as a drumkit, separate from the patch itself!;0;0;0;;;;
RECORD samples with the microphone.;1;1;1;;;;
Stretch loops to fit the current project BPM.;0;0;0;;;;
Edit a sample's start and end point, as well as pitch.;0;0;0;;;;
Use other time signatures such as 3/4, 6/8, etc.;0;0;0;;;;
Add some swing to your beats with the SHUFFLE setting.;0;0;0;;;;
Add Delay and Distortion FX to your samples;0;0;0;;;;
Sample accurate playback engine.;0;0;0;;;;
WAV/MIDI/Pad Export-load your song into Fruityloops!;0;0;0;;;;
For multitouch devices, Electrum has a multitouch pad dialog as well (See Menu->Play Multitouch pads) where you can play just like an MPC by hitting the pads.;0;0;0;;;;
LATENCY OF THE MULTITOUCH PADS DEPENDS ON YOUR DEVICE.;0;0;0;;;;
SOME DEVICES HAVE VERY BAD LAG RESPONSE.;0;0;0;;;;
TESTED AS FAST: GALAXY TABLET, DROID X, DROID 1.;0;0;0;;;;
KNOWN BAD: HTC DESIRE.;0;0;0;;;;
Please;0;0;0;;;;
Note:The pads on the main screen are not designed to play real time because they are not multitouch.;0;0;0;;;;
Use the multitouch pads for that.;0;0;0;;;;
PERMISSIONS:;0;0;0;;;;
PHONE STATE/IDENTITY;0;0;0;;;;
used to stop playing if a phone call comes in.;0;0;0;;;;
IDENTITY is NOT used for anything and it not read at all.;0;0;0;;;;
SDCARD WRITE/READ;0;0;0;;;;
used to read sound files, and to save settings, patches, and drummkits;0;0;1;;;;
Recent changes:;0;0;0;;;;
4.5.4: Fixed layouts for Android 4.0 (Ice Cream Sandwich);0;0;0;;;;
"4.5.1: Thread sync bugfix, this should fix performance problems on some devices, such as the Samsung Galaxy Tablet 7"" model.";0;0;0;;;;
4.5.0: Added ability to reverse a sample!;0;0;0;;;;
(New REV button next to Distortion and Delay buttons) on sample settings dialog.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.aitype.android;0;0;4;;;;
##\APPLICATION\PRODUCTIVITY\_desc.txt;0;0;4;;;;
An intelligent keyboard with revolutionary context-sensitive text prediction, auto-correction, auto-learning, undo/redo/navigation capabilities and cool skins (WP7 and iPhone and more).;0;0;0;;;;
Trial version;0;0;0;;;;
text prediction will be available for 15 days only.;0;0;0;;;;
(Other great features are unlimited!);0;0;0;;;;
Over 35 language layouts!;0;0;0;;;;
English text prediction is built-in;0;0;0;;;;
Predictionaries (language packs) for text prediction are currently available for Spanish, German, French, Italian, Arabic, Russian and Hebrew!;0;0;0;;;;
Coming soon:;0;0;0;;;;
Predictionaries for Turkish, Portuguese, Korean, Greek, Dutch, Finnish and Tagalog.;0;0;0;;;;
Psychic word completions and predictions are generated by A.I.type's servers on the Cloud.;0;0;0;;;;
When the device is offline or Internet connection is too slow, or if you disabled Cloud-based prediction, word suggestions will be generated by the device only.;0;0;0;;;;
The keyboard also learns your unique words and style of writing (MyType).;0;0;0;;;;
Just type your texts normally and it will keep learning.;0;0;0;;;;
The learning model is stored on the device itself and is NOT shared with our servers.;0;0;0;;;;
Privacy notice: while installing A.I.type Keyboard, you will receive a warning message about collecting sensitive data.;0;0;0;;;;
This is the standard general-purpose Android message issued for any downloaded keyboard and it does not pertain to A.I.type.;0;0;0;;;;
Our keyboard DOES NOT COLLECT YOUR SENSITIVE DATA.;0;0;0;;;;
Key features:;0;0;0;;;;
Suggests your next word!;0;0;0;;;;
(limited to 15 days on free version);0;0;0;;;;
Completes your current word!;0;0;0;;;;
(limited to 15 days on free version);0;0;0;;;;
Corrects your spelling as you type!;0;0;0;;;;
(limited to 15 days on free version);0;0;0;;;;
Auto corrects your typos when you hit the spacebar (context-sensitive)!;0;0;0;;;;
(limited to 15 days on free version);0;0;0;;;;
Automagically learns your common words and style.;0;0;0;;;;
We call it MyType.;0;0;0;;;;
(limited to 15 days on free version);0;0;0;;;;
Supports unique themes (Windows Phone 7 theme, iPhone 4 theme, ICS theme, large buttons theme and more).;0;0;0;;;;
Allows skin customization;0;0;0;;;;
colors, background images etc.;0;0;0;;;;
Includes a layout for undo/redo/copy/paste/navigation and more.;0;0;0;;;;
Check out our new ICS Theme Pack on the Market!;0;0;0;;;;
More themes are coming soon!;0;0;0;;;;
A.I.type's revolutionary text prediction will speed up your writing by saving more than 75% of your keystrokes.;0;0;0;;;;
You choose entire words instead of typing one letter at a time.;0;0;0;;;;
A.I.type is great for your emails, SMS messages, chats, social network communications etc.;0;0;0;;;;
With A.I.type, the word you're looking for will often appear in the list without typing even a single letter!;0;0;0;;;;
Practically any word appears with just one or two keystrokes.;0;0;0;;;;
This ability comes from A.I.type's patent pending technology which understands what you're typing and helps you quickly and easily find just the word you were looking for.;0;0;0;;;;
In addition, when you type fast and make typos as you go, A.I.type auto-corrects your words, and being sensitive to the context it does it well!;0;0;0;;;;
Because A.I.type keeps improving, it's recommended that you enable auto-update on Android Market so you always have the latest version.;0;0;0;;;;
Own a Tablet?;0;0;0;;;;
Download A.I.type Tablet Keyboard and get a whole new experience in typing!;0;0;0;;;;
If you have any problems at all with the installation or use of our A.I.type Beta, or if you would like to leave feedback, please contact support-at-aitype-dot-##com.;0;0;0;;;;
You may also write us feedback via the Feedback Form of the keyboard.;0;0;0;;;;
If you fill out your e-mail address, we promise to respond!;0;0;0;;;;
Writing has never been easier!;0;0;0;;;;
teclat,vesnice,tastatur,teclado,imist,clavier,billenty,tastiera,tastatra,klaviatra,toetsenbord,klawiatura,tangentbord,klavye;0;0;0;;;;
Recent changes:;0;0;0;;;;
Fixed:;0;0;0;;;;
prediction problems in QuickOffice, OfficeSuite,Google Docs and more (Support in Polaris, LG mail client and Galaxy S2 mail client still in progress);0;0;0;;;;
Added: Thai and Georgian keyboard layouts (beta);0;0;0;;;;
Added: French Predictionary;0;0;0;;;;
Added: text suggestions font and font size selection;0;0;0;;;;
Improved: auto-completion and auto-correction algorithm;0;0;0;;;;
Improved: auto-texts capitalization behavior;0;0;0;;;;
Improved: keyboard performance;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.adamcox.rapbeats;0;0;4;;;;
##\APPLICATION\MUSIC_AND_AUDIO\_desc.txt;0;0;4;;;;
Record your lyrics to professional rap beats.;1;1;2;;;;
Make your own lyrics to these beats, record them with the easy to use lyric recording user interface, and play them back.;1;1;1;;;;
The beats are instrumentals and you will record your own lyrics to the beats.;1;1;2;;;;
You will need a pair of headphones to record your lyrics so that the recorder doesn't hear the beats while recording your voice.;1;1;1;;;;
You will get access to a sample of a large collection of beats straight from your phone.;0;0;0;;;;
Upgrade to the professional version to get 125+ instrumental beats.;0;0;0;;;;
These are professional quality studio beats.;0;0;0;;;;
There are beats from genres such as Hip Hop, Hardcore Rap & More...;0;0;0;;;;
More features are added to this brand new app all the time!;0;0;0;;;;
Recent changes: Added ability to save multiple copies of same file.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.yourmove.BongBoardFree;0;0;4;;;;
##\APPLICATION\ENTERTAINMENT\_desc.txt;0;0;4;;;;
Yep.;0;0;0;;;;
It's a Bong Soundboard;0;0;0;;;;
But Wait!;0;0;0;;;;
NOW;0;0;0;;;;
SMOKE YOUR PHONE!;0;0;0;;;;
"Hit menu, choose interactive mode, and ""hit"" your microphone!";1;1;1;;;;
Hilarious!;0;0;0;;;;
Make a bad day go away with a bong on your phone!;0;0;0;;;;
This one goes out to that guy I went to high school with.;0;0;0;;;;
(Bud?) 420!;0;0;0;;;;
Who needs medical marijuana when you have this?;0;0;0;;;;
Make it legal!;0;0;0;;;;
Weed Maryjane hash hemp cannabis dope ganja herb joint tea grass;0;0;0;;;;
Content rating: High Maturity;0;0;0;;;;
##com.arcdroid.drums;0;0;4;;;;
##\GAME\CASUAL\_desc.txt;0;0;4;;;;
Play around on your Android Drums set.;0;0;0;;;;
Please feel free to email me with improvement ideas.;0;0;0;;;;
Enjoy!;0;0;0;;;;
Features:;0;0;0;;;;
Multi touch Support;0;0;0;;;;
Install to SD;0;0;0;;;;
Enabled record and playback menu;0;1;0;;;;
Content rating: Everyone;0;0;0;;;;
##ki.bluetalkie;0;0;4;;;;
##\APPLICATION\COMMUNICATION\_desc.txt;0;0;4;;;;
Bluetooth walkie talkie.;0;0;0;;;;
Connects multiple users in bluetooth voice chat.;0;1;0;;;;
For help, use menu/help.;0;0;0;;;;
Using bluetooth as communication channel.;0;0;0;;;;
Supports more than one connected user.;0;0;0;;;;
Lists connected user names.;0;0;0;;;;
Choosing between closing sounds.;0;0;0;;;;
Capable of keeping conversation open with a toggle button.;0;0;0;;;;
Recent changes: Fixed a bug that was causing audio channels to become full.;0;1;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.joker.amazingcandle;0;0;4;;;;
##\GAME\CASUAL\_desc.txt;0;0;4;;;;
Become the king of magic tricks with this amazing magic candle.;0;0;0;;;;
Just blow on it, touch it, to turn it off and impress all your friends as well.;1;0;0;;;;
Two way to light the candle :;0;0;0;;;;
Simply, you can touch it;0;0;0;;;;
Shake your phone;0;0;0;;;;
Recent changes: v1.1.7;0;0;0;;;;
fix force close when smartphone does not support breath sensor.;0;0;0;;;;
v1.1.5;0;0;0;;;;
Add menu to access to all my apps on Android Market v1.1.4;0;0;0;;;;
fix minor defects;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##piano.piano;0;0;4;;;;
##\GAME\CASUAL\_desc.txt;0;0;4;;;;
Cool Piano is a easy-to-use piano player on your phone.;0;0;0;;;;
We are sure your little ones will enjoy this application.;0;0;0;;;;
You can use it to practice your piano training lessons.;0;0;0;;;;
Features:;0;0;0;;;;
Record and paly.;1;1;0;;;;
Click menu to record & playback.;0;1;0;;;;
Change sound theme.;0;0;0;;;;
Switch between classic piano and Rock drum;0;0;0;;;;
Recent changes: bug fix;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.kauf.talking.account1.TalkingandAnsweringJennaBot;0;0;4;;;;
##\APPLICATION\ENTERTAINMENT\_desc.txt;0;0;4;;;;
Talk to Jenna the talking and answering bot.;1;0;2;;;;
She answers with her funny voice and reacts to what you say or your touch.;1;1;1;;;;
Features:;0;0;0;;;;
High quality 3D graphics;0;0;0;;;;
Cool voice interaction;1;1;2;;;;
Chat functionality;0;0;0;;;;
records and talks;1;1;0;;;;
Voice recognition, text to speach;1;1;2;;;;
Contains AI artificial intelligence;0;0;0;;;;
Interesting conversation includes jokes, pick-up lines, quiz;0;0;0;;;;
Shows funny and interesting videos;0;0;0;;;;
Many different animations;0;0;0;;;;
Robot software;0;0;0;;;;
Web/internet search;0;0;0;;;;
shows web pages;0;0;0;;;;
Jenna talks, answers, discuss, gets angry, smiles, laughs, is laughing, etc.;0;0;0;;;;
Not like hedgehogs, cats, etc.;0;0;0;;;;
Personal bot software Free app for Bob, Tom, Peter, Roby, Daniel, John, Larry, Steven, Harry, Chuk, Rex and many more;0;0;0;;;;
This is a Beta Version Update following soon;0;0;0;;;;
Content rating: High Maturity;0;0;0;;;;
##jp.ne.biglobe.facecamera.lite;0;0;4;;;;
##\APPLICATION\PHOTOGRAPHY\_desc.txt;0;0;4;;;;
Do you want to enjoy taking photos and videos more?;0;0;0;;;;
"If so, ""FaceCamera Lite"" is something we'd recommend!";0;0;0;;;;
FaceCamera Lite is easy-to-use camera app.;0;0;0;;;;
Anyone can record and decorate the photos and videos, whenever, wherever.;0;1;0;;;;
What would like to shoot with this camera app?;0;0;0;;;;
Friends?;0;0;0;;;;
Lover?;0;0;0;;;;
Babies and children?;0;0;0;;;;
or pets?;0;0;0;;;;
"Let's decorate whatever you shoot with ""FaceCamera Lite""!";0;0;0;;;;
Real-time effect This is AR (Augmented Reality) function.;0;0;0;;;;
You can composite the photos or videos with various effects.;0;0;0;;;;
This app's trial period is 30 days.;0;0;0;;;;
You can use for free for 30 days after you use this app for the first time.;0;0;0;;;;
You can use various effects like stickers from cute one to funny ones.;0;0;0;;;;
You can also use the frames with what you record.;1;1;0;;;;
"Upgrade to ""FaceCamera""";0;0;0;;;;
If you upgrade to a paid version, you can decorate after you shoot the photos or videos.;0;0;0;;;;
You can choose frames, stamps, pens and rollers to decorate the photos or videos.;0;0;0;;;;
You'll see how fun you can decorate!;0;0;0;;;;
Requirements Requires Android 2.3 or later.;0;0;0;;;;
"We'ce checked that ""FaceCamera"" can work on following devices : MEDIAS WP N-06C, AQUOS PHONE THE PREMIUM SoftBank 009SH, Nexus One, Nexus S";0;0;0;;;;
"Note ""FaceCamera"" does not guarantee to work at devices which support Android 2.2 or lower.";0;0;0;;;;
FaceCamera is a registered trademark of NEC BIGLOBE, Ltd.;0;0;0;;;;
Android(TM) is a registered trademark of Google, Inc.;0;0;0;;;;
Recent changes: There is no new updates.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##ru.exaybachay.pearfree;0;0;4;;;;
##\APPLICATION\EDUCATION\_desc.txt;0;0;4;;;;
An easy and fun tool that will help both professional musicians and those who just want to improve their musical ear.;0;0;0;;;;
Contains a set of exercises for training ears.;0;0;0;;;;
More exercises coming soon.;0;0;0;;;;
8 Exercise types;0;0;0;;;;
Different instruments Free version limitations:;0;0;0;;;;
Ads displayed;0;0;0;;;;
Only one guitar skin and sound;0;0;0;;;;
Doesn't have Custom Mode;0;0;0;;;;
Doesn't have Scale Viewer;0;0;0;;;;
Doesn't have Interval Singing exercise;0;0;0;;;;
Less tasks in exercises;0;0;0;;;;
Old and less flexible UI;0;0;0;;;;
Limited support PLEASE if you are experiencing issues send me a report with a stack trace and I will make the app work on your device.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.singlecellsoftware.loopstack;0;0;4;;;;
##\APPLICATION\MUSIC_AND_AUDIO\_desc.txt;0;0;4;;;;
LoopStack is the ultimate Android looper.;0;0;0;;;;
Features:;0;0;0;;;;
4 independent recordable tracks.;0;1;0;;;;
Combine tracks via drag and drop.;0;0;0;;;;
High quality 44KHz 16bit recording and processing.;1;1;0;;;;
Control volume and reverb effect per-track.;0;0;0;;;;
Automatic latency calibration.;0;0;0;;;;
Built-in metronome.;0;0;0;;;;
Maximum loop time: 32 seconds;0;0;0;;;;
Export mixdown + raw tracks to WAV (unlock key required) See video below for a demo.;0;0;0;;;;
It's VERY important to use headphones to keep the recordings clean and stop the app from re-recording itself.;0;1;0;;;;
The app will start in trial mode and has the following limitations:;0;0;0;;;;
Loop will reset after 5 minutes.;0;0;0;;;;
Save/Load/Export are disabled.;0;0;0;;;;
You can purchase the LoopStack Unlock Key (sold separate) to remove the trial limitations.;0;0;0;;;;
This is the first release of LoopStack so if you experience any problems with recording or playback, please write me at the developer email below and we'll work it out.;0;1;0;;;;
Permissions: Storage: LoopStack stores all projects and exported files on your SDcard.;0;0;0;;;;
Record Audio: This one should be obvious.;1;1;1;;;;
Wake Lock: The app will prevent your device from sleeping when running to avoid audio cutting out if you're jamming along.;1;1;1;;;;
Graphics by Alex Cue.;0;0;0;;;;
keywords: loop stack android looper loop everyday looper android loopy;0;0;0;;;;
Recent changes: First release.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##org.mangler.android;0;0;4;;;;
##\APPLICATION\COMMUNICATION\_desc.txt;0;0;4;;;;
From the developers of the first open source version of a Ventrilo client, we present the first unofficial Ventrilo version of the Android client.;0;0;0;;;;
Mangler is an open source VOIP client capable of connecting to Ventrilo 3.x servers.;1;0;0;;;;
The Mangler developers are the ones that worked hard to open up the Ventrilo protocol and allow this software on multiple platforms.;0;0;0;;;;
Today, we are proud to offer Mangler on the Android platform as well.;0;0;0;;;;
The Mangler developer team offers support as best we can (via our website, forums, and IRC) at no cost to our users.;0;0;0;;;;
Our software is completely open source and we welcome any changes and improvements to provide a better experience.;0;0;0;;;;
For more information on Mangler, please visit: http://www.mangler.org/android/;0;0;0;;;;
Recent changes: 1.0.3;0;0;0;;;;
Fixed crashes when changing screen orientation during connect;0;0;0;;;;
Added preference option to lock a specific orientation;0;0;0;;;;
Merged the main (useless) screen with the server list screen;0;0;0;;;;
Fixed crashes when the service is killed 1.0.2;0;0;0;;;;
Transmission problems with Samsung devices are now resolved.;0;0;0;;;;
If you're still having problems, please post on our forums;0;0;0;;;;
Automatically set PTT toggle if using a wired headset mic button as a PTT key.;0;0;0;;;;
1.0.1;0;0;0;;;;
Added phantom support by user request;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##cz.jhg.gmapsspeed;0;0;4;;;;
##\APPLICATION\TRANSPORTATION\_desc.txt;0;0;4;;;;
Get speedometer and speed limit alerts for Google Maps Navigation!;0;0;0;;;;
Trial features:;0;0;0;;;;
Display overlay with speed information on your screen;0;0;0;;;;
Display last two digits of your speed in notification area;0;0;0;;;;
Choose between km/h and mph;0;0;0;;;;
Starts automatically when connected to car dock Pro features:;0;0;0;;;;
Speeding alerts (using threshold system, automatic system is planned);0;0;0;;;;
Smart alert volume adjusting to background noise;0;0;0;;;;
Configurable speed overlay behaviour (hide, show only if Navigator is running);0;0;0;;;;
Trial notice removal;0;0;0;;;;
And you will support independent developer and encourage me to add new awesome features!;0;0;0;;;;
This is a beta version supported via xda-developers forums, but e-mail communication is also available, especially for Pro users customer support.;0;0;0;;;;
Recent changes: 0.3:;0;0;0;;;;
Fixed performance issues;0;0;0;;;;
Option to hide notification icon;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.bti.myDrums;0;0;4;;;;
##\APPLICATION\MUSIC_AND_AUDIO\_desc.txt;0;0;4;;;;
Features:;0;0;0;;;;
My Drums;0;0;0;;;;
Advanced drums pad featuring sounds from most popular analog and digital drum machines.;0;0;0;;;;
Studio quality sound;0;0;0;;;;
10 popular drum kits;0;0;0;;;;
8 drum pads;0;0;0;;;;
pad pressure;0;0;0;;;;
pad aftertouch;0;0;0;;;;
integrated sampler;0;0;0;;;;
integrated recorder;1;1;0;;;;
samples record & save;0;1;0;;;;
samples load & import;0;0;0;;;;
tracks save & load;0;0;0;;;;
MIDI over WiFi;0;0;0;;;;
MIDI velocity;0;0;0;;;;
MIDI aftertouch;0;0;0;;;;
MIDI volume control;0;0;0;;;;
8 notes polyphony;0;0;0;;;;
6 skins;0;0;0;;;;
Recent changes: V1.4 changes: Added support for more devices, also lots of bugfixes and improvements.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.audioanywhere;0;0;4;;;;
##\APPLICATION\MUSIC_AND_AUDIO\_desc.txt;0;0;4;;;;
Audio the way it should be.;0;1;1;;;;
The complete experience will feel like a hybrid of Pandora, YouTube and Twitter for spoken audio.;0;1;0;;;;
Stream your favorite podcasts (no need for RSS feeds);0;0;0;;;;
Record your own audio;1;1;1;;;;
Share, rate and comment on episodes;0;0;0;;;;
Radio stations coming soon Tags: podcast, podcasting, radio, RSS;0;0;0;;;;
Recent changes: Download episodes to listen offline Fixes;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##net.cdeguet.smartkeyboardtrial;0;0;4;;;;
##\APPLICATION\TOOLS\_desc.txt;0;0;4;;;;
"This is the TRIAL version of ""Smart Keyboard PRO"" (it has the same features but with a nag screen).";0;0;0;;;;
Buy the Pro version if you like it!;0;0;0;;;;
IF YOU HAVE UNEXPECTED ISSUES AFTER THE UPDATE, PLEASE RESTART YOUR PHONE, AND UNINSTALL/REINSTALL THE APP IF IT'S NOT ENOUGH.;0;0;0;;;;
IMPORTANT: the Pro version is a standalone app, you don't need to keep this Trial if you installed the Pro version.;0;0;0;;;;
"You can transfer easily your settings to the Pro version by using ""Backup to SD card"" option in Trial settings, and then ""Restore from Trial"" in Pro settings.";0;0;0;;;;
Multitouch keyboard with multi-language support, skins, voice input, T9 and compact, Smart dictionary, custom Auto-Text, hard keyboard support, calibration, many appearance and prediction options.;1;1;1;;;;
Don't forget to read the FAQ on the web site if you have problems, answers to most common issues are there!;0;0;0;;;;
"To enable the keyboard, go to ""Language and keyboard""?";0;0;0;;;;
"settings, and check ""Smart Keyboard Pro""?";0;0;0;;;;
box.;0;0;0;;;;
"Then long press in any text input area until a popup menu appears, select ""Input Method"" in this menu, and choose ""Smart Keyboard PRO"" in the list (see the video).";0;0;0;;;;
If you find bugs such as force close issues, please go to the web site and contact the support.;0;0;0;;;;
If you want help, it's completely useless to leave bad comments here as we cannot contact you!;0;0;0;;;;
"Ignore the warning about the keyboard ""collecting your personal data"", this is a standard Android message when you activate any third party input method.";0;0;0;;;;
Contains layouts for the following languages (check the market for available dictionaries): Afrikaans Arabic:© Armenian:  Azerbaijani:™rbaycanca Belarusian: ?;0;0;0;;;;
