 ;Manually Marked;Keyword-based Searching;Tool;0: false    1-2-3: true    4:not applicable;;;
##\APPLICATION\SHOPPING;0;0;4;;;;
Shop daily deals on big brand cigars and samplers plus receive exclusive mobile app offers like Free Shipping.;0;0;0;;;;
Enjoy reading & writing cigar reviews, view ratings by cigar magazine publishers and easily select and manage your favorite cigars.;0;0;0;;;;
You'll find a mix of cigars and cigar accessories from national brands, house brands and samplers to mass market cigars.;0;0;0;;;;
Thompson Cigar is America's oldest cigar catalog company established in 1915.;0;0;0;;;;
Your satisfaction is guaranteed.;0;0;0;;;;
Recent changes: Free Standard Shipping With App Orders!;0;0;0;;;;
Hurry Limited Time Offer!;0;0;0;;;;
Changes in Ver 1.1;0;0;0;;;;
Bug fixes;0;0;0;;;;
Updated UI to improve shopping experience;0;0;0;;;;
Removed Search Box;0;0;0;;;;
Deal of the Day is now on the landing page ;0;0;0;;;;
Content rating: High Maturity;0;0;0;;;;
##com.voilaweb.mobile.sobrietycounter;4;0;4;;;;
##\APPLICATION\HEALTH_AND_FITNESS;0;0;4;;;;
Display in real-time the number of years, months, days, hours and minutes you have been clean and sober.;0;1;0;;;;
One-click sponsor call.;0;0;0;;;;
Take with you a picture of you latest token or of someone who inspires you.;0;0;0;;;;
Widgets for your home screen.;0;0;0;;;;
SUPPORT;0;0;0;;;;
Stephanie, Melissa, please email me at support [at] voilaweb [dot] com with your phone information: phone model, and did you install a special app for handling contacts?;0;1;0;;;;
Content rating: Medium Maturity;0;0;0;;;;
##com.emergeinteractive.whiterodgers;4;0;4;;;;
##\APPLICATION\BUSINESS;0;0;4;;;;
New Mobile App Provides on-the-go Access to White-Rodgers Product Data;0;1;0;;;;
White-Rodgers Mobile application for HVACR contractors and distributors provides continuous field access to product replacement information for OEM, competitive and White-Rodgers products.;0;0;0;;;;
In addition to cross reference info, the App also provides access to product wiring diagrams, sell sheets, and installation and operating instructions for thermostats, gas valves, furnace ignition controls and cooling products in PDF format that can also be sent to an e-mail address for future viewing.;0;0;0;;;;
Information on this and other Emerson Climate applications is available at http://www.EmersonClimate.com/mobileapp ;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.imsunny.android.mobilebiz;4;0;4;;;;
##\APPLICATION\BUSINESS;0;0;4;;;;
For simple and quick invoicing, MobileBiz (Free) does it best.;0;0;0;;;;
This app does not expire and you can create as many records as you like.;0;0;0;;;;
send PDF estimates or invoices to your clients;0;0;0;;;;
professional-looking printout;0;0;0;;;;
track payments;0;0;0;;;;
get customers from phone contacts;1;1;1;;;;
maintain your catalog of goods and services;0;0;0;;;;
customizable sales statuses, payment methods, tax codes;0;0;0;;;;
supports barcode scanning;0;0;0;;;;
data backup and restore;0;1;0;;;;
data import/export via CSV As your business grow, consider getting the paid version to use advanced features and better customization (trial version available).;0;1;0;;;;
Free version data can be migrated so you can continue where you left off.;0;1;0;;;;
Recent changes: Added a print preview feature Add customer from phone contact directly on invoice screen ;0;1;0;;;;
Content rating: Everyone;0;0;0;;;;
##de.phl.whoscalling;4;0;4;;;;
##\APPLICATION\COMMUNICATION;0;0;4;;;;
"""Who's Calling?"" reads the name of the calling party for incoming phone calls or the sender's name of a received message.";1;1;0;;;;
Features:;0;0;0;;;;
Uses default TTS engine and language pack.;0;0;0;;;;
"Please ensure that ""voice data"" in Text-to-speech settings is installed";0;1;0;;;;
Configurable format of spoken name (first name, display name, ...);0;1;0;;;;
Certain contacts can be disabled or a custom name can be defined;1;1;0;;;;
Speech volume can be configured relative to ring tone volume;0;0;0;;;;
Test mode to simulate incoming calls and messages;0;0;0;;;;
Mute speech by flipping the phone;0;0;0;;;;
Ad-free ;0;0;0;;;;
Important NOTE:;0;0;0;;;;
;0;0;0;;;;
On some devices (especially Samsung) the ringtone volume might be lowered after ringing.;0;0;0;;;;
Who's calling uses the ringer volume as reference to adjust the TTS volume and to lower the ringtone volume during the call announcement.;0;0;0;;;;
Some Android versions seem to let the ringtone fade-in.;0;0;0;;;;
Who's calling will then use the very silent volume as reference.;0;0;0;;;;
"To avoid this, the initial pause in ""speech pauses"" can be adjusted to 2000ms or more.";0;0;0;;;;
"If the call isn't announced via headphones, please try to use a different audio stream (setting ""Audio stream for TTS"") ";0;0;0;;;;
Recent changes:;0;0;0;;;;
Small GUI update;0;0;0;;;;
French language support added ;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.thermodoc.feveralertlite;4;0;4;;;;
##\APPLICATION\MEDICAL;0;0;4;;;;
Fever Alert (!;0;0;0;;;;
Fever) is a mobile application for fever management, able to give you advice through appropriate recommendations for each type of registered profile.;0;0;0;;;;
These recommendations take into account weight, age, medical background and temperature.;0;0;0;;;;
They follow international medical guidelines.;0;0;0;;;;
Fever Alert answers to following questions:;0;0;0;;;;
Is a medication necessary in this case?;0;0;0;;;;
When to take it?;0;0;0;;;;
Dose?;0;0;0;;;;
Is it necessary to call a doctor?;0;0;0;;;;
Call emergency services?;0;0;0;;;;
When should I measure again the temperature?;0;0;0;;;;
Ability to store and record all profiles temperature curves.;0;0;0;;;;
Designed and developed by a French doctor.;0;0;0;;;;
A full version is available: allows you to manage profiles with no limitation and to record unlimited temperature takings.;0;0;0;;;;
"Recent changes: Adding a pop up to explain what the button ""call a contact"" does in the full version.";1;1;0;;;;
Adding a pop up to warn of the set up of an alarm reminding patients to take their medication when recommended.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.ahnchan.ContactsPlus;4;0;4;;;;
##\APPLICATION\BUSINESS;0;0;4;;;;
XX for the company list and find contacts.;1;1;1;;;;
Features:;0;0;0;;;;
Contacts list;0;1;0;;;;
Group list;0;0;0;;;;
Company list(Organization);0;0;0;;;;
Favorites list;0;0;0;;;;
Change font size/color(&background);0;0;0;;;;
Change sort view;0;0;0;;;;
Search contact (Name, E-Mail, Phone, Fax, Memo);1;1;1;;;;
Quick call or send SMS, E-Mail (Long click contact);1;1;1;;;;
Sort by Last name(Family name);0;1;0;;;;
View Last name first ;0;1;0;;;;
Language Support;0;0;0;;;;
English, Hangul, Czech, Hungarian;0;0;0;;;;
We listen to your suggestions, and continuous improvement.;0;0;0;;;;
mail to Ahnchan@ahnchan.com ;0;0;0;;;;
Test android 2.2 (Samsung Galaxy S, Galaxy Tab, LG Optimus) Android 2.1 (SE Xperia X8) ;0;0;0;;;;
Recent changes:;0;0;0;;;;
Change font color (&background);0;0;0;;;;
Font size up.;0;0;0;;;;
"update ""Select first tab"", add Favorites";0;0;0;;;;
can search special char ( ' ) ;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.hoasung.financemanager;4;0;4;;;;
##\APPLICATION\BUSINESS;0;0;4;;;;
Expense Manager-Finance Manager: manage money, manage expense, manage finance.;0;0;0;;;;
Report money, expenses monthly, daily.;0;0;0;;;;
Backup and restore to/from SDCard.;0;0;0;;;;
Expense Manager app manages money for you.;0;0;0;;;;
it is as your book or excel file.;0;0;0;;;;
you can note all buying or selling into the app.;0;0;0;;;;
it shows how much you have spent or how much you have earned in the current month or any time you want.;0;0;0;;;;
There is a report system in the app.;0;0;0;;;;
You can choose a type of reports: report daily, monthly or by Category or by Transactor (Buyer or seller).;0;0;0;;;;
This app is very useful not only for personal but also for a small company.;0;0;0;;;;
If you need support, contact us: support@hoasung.vn ;0;1;0;;;;
Recent changes: Version 2.2: show full screen on galaxy tab.;0;0;0;;;;
Version 2.1: on monthly report screen, if click on a month see report in daily.;0;0;0;;;;
Version 2.0: When add a transaction, inform value added.;0;0;0;;;;
Version 1.6:;0;0;0;;;;
User can delete a transactor by context menu ;0;0;0;;;;
Version 1.5:;0;0;0;;;;
User can delete a category by context menu;0;0;0;;;;
Add some content in the help screen.;0;0;0;;;;
Version 1.4: New features:;0;0;0;;;;
On dialog screens if the app run on small devices, user can scroll that screen in vertical or horizontal.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##appinventor.ai_fernando_ivan.smsvoz;4;0;4;;;;
##\APPLICATION\COMMUNICATION;0;0;4;;;;
GOOGLE VOICE SEARCH REQUIRED Who never wrote a text message while driving?;0;0;0;;;;
This is very dangerous because it takes a lot more attention than talking.;0;0;0;;;;
This is a beta application that uses voice recognition feature to create android SMS texts.;0;0;0;;;;
"Since ""writing"" the text, simply select the contact and click send.";1;1;0;;;;
Comments and suggestions are welcome.;0;0;0;;;;
Thanks Needs google voice search.;0;0;0;;;;
On some phones only google contacts are displayed.;1;1;1;;;;
On some phones the contacts are not displayed.;1;1;1;;;;
This is due to the large hardware difference in phones using Android.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.voiceplusfree;4;0;4;;;;
##\APPLICATION\COMMUNICATION;0;0;4;;;;
This is Voice Choice version 1.;0;0;0;;;;
"We hope you'll check out our new ""Voice Choice 2.0"" with extra features(now with SMS text messaging support).";1;0;0;;;;
Existing list can be exported to SD card then imported to Voice Choice 2.0!;0;0;0;;;;
(*See notice at bottom about upgrading*);0;0;0;;;;
So what can Voice Choice do for you?;0;0;0;;;;
Well, you love using Google Voice, but you have certain numbers you want to always call with your cell phone number.;0;1;0;;;;
No problem, save those numbers to your Direct Call List, and all other calls will be made via Google Voice.;0;1;0;;;;
"Or, make your Voice Choice List a ""Google Voice List"" and put in numbers which will use Google Voice; then all others will be called directly.";0;1;0;;;;
"(You'll need to select the ""Use Google Voice for all calls"" option within Google Voice for Voice Choice to work.)";0;0;0;;;;
So call those in-network cell phones with your cell line and save on minutes.;0;0;0;;;;
Or call only your business clients with your Google Voice number.;0;1;0;;;;
And have you ever noticed Google Voice can't reliably send dial tones to those automated menus?;0;0;0;;;;
Call your bank, phone company, or other 1-800 numbers directly with Voice Choice.;0;1;0;;;;
Most important of all, get rid of that extra dialog before each call!!;0;0;0;;;;
Questions, comments, suggestions?;0;0;0;;;;
Comment in our Google Group(link on our website), email us, or follow Voice Choice on Google+ https://plus.google.com/112737126572545606250 ;0;1;0;;;;
Extra Features in version 2.0:;0;0;0;;;;
SMS!;0;0;0;;;;
(explained below);0;0;0;;;;
User friendly interface;0;0;0;;;;
Toggle Voice Choice on and off;0;0;0;;;;
Free calls: add your Google Voice number to your provider's free call list(Verizon F&F, myFaves, etc) and use Voice Choice to make all calls through your GV number.;0;1;0;;;;
Can toggle on/off in settings;0;0;0;;;;
Quick dial: Make a quick one time call to a number as though it is on your Voice Choice list.;0;1;0;;;;
Simply add a '+' at the end of the number before dialing.;0;1;0;;;;
Feature is off by default, see settings menu to turn it on.;0;0;0;;;;
Enable/disable/customize notifications which are displayed when making calls;0;0;0;;;;
Select/Deselect all numbers of particular type(Home, Mobile, Work);0;1;0;;;;
"Even works with custom types(could create type ""Voice Choice"" for example or ""Call Direct"") -To use SMS: Select a contact and select the ""send text"" option.";0;1;0;;;;
"You will see an app picker; pick Voice Choice.";0;0;0;;;;
If the number is setup in Voice Choice to be called directly, then your default text messaging app will launch(default can be selected in Voice Choice settings).;0;1;0;;;;
Otherwise, Google Voice will be launched.;0;0;0;;;;
**Notice for upgrading**: ;0;0;0;;;;
If you are upgrading from the free version to Voice Choice 2.0, backup your list to your SD card before uninstalling your free version.;0;0;0;;;;
"When you first launch the new version, go into ""Version 1 mode"" and restore your list from the SD card.";0;0;0;;;;
Then go into 2.0 Beta mode and your list will migrate over!;0;0;0;;;;
Recent changes: v1.7.0 Added support for all screen sizes/densities.;0;0;0;;;;
For those who tried to upgrade to 2.0 but Market showed it as incompatible, please try again as this fix has been added there as well.;0;0;0;;;;
If anyone still gets an incompatible message, please email us.;0;1;1;;;;
v1.6.1 Added Welcome screen with quick link to download;0;0;0;;;;
ver 2.0 and feedback button to send email to devs;1;1;1;;;;
v1.5.0 Backup/restore Voice Choice list to/from SD card: ;0;0;0;;;;
Perfect for upgrading from free version to Extra version, or for uninstall/reinstall ;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##Code.Monkeyz.net;4;0;4;;;;
##\APPLICATION\COMICS;0;0;4;;;;
Laugh at funny Yo Momma jokes.;0;0;0;;;;
Send them to your friends via SMS.;1;0;1;;;;
Lot more jokes will be update shortly.;0;0;0;;;;
Recent changes: Added a fix to SMS.;0;0;0;;;;
Once the SMS is send it will go back to the joke page.;1;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.sitewire.medjet;4;0;4;;;;
##\APPLICATION\MEDICAL;0;0;4;;;;
This dynamic and free application from, MedjetAssist, a leader in medical evacuation membership programs, is a well-rounded first-aid guide for the savvy traveler.;0;0;0;;;;
Now you can carry an abbreviated version of Medjet's medical consultation benefit and mobile medical information storage benefit with you wherever you go.;0;0;0;;;;
And, the first-aid techniques and medical information stored on the application is not dependent on a cell-phone signal or Internet connection.;0;0;0;;;;
First-Aid For Travelers This portion of the application boasts a select array of step-by-step instructions and diagrams that go far beyond most traditional first aid guides.;0;0;0;;;;
With content provided by A Comprehensive Guide to Wilderness and Travel Medicine â€“ 3rd edition published and edited by Adventure Medical Kits this application draws from more than 10 years of research, clinical experience and teaching.;0;0;0;;;;
First-aid techniques covered in this application come complete with cross-reference hyperlinks between categories, situational descriptions and various technique illustrations.;0;0;0;;;;
The techniques range from what to do in the event of an airway obstruction to treatment of stings and bites from various marine-life to burns.;0;0;0;;;;
Plus much more Mobile Medical Information Storage This portion of the application is useful not only to the user but can also provide vital information to doctors and emergency professionals in a crisis.;0;0;0;;;;
Based on the online medical information storage benefit of the MedjetAssist Plus membership, the mobile medical information storage component of this application allows you to upload and organize medical contact information directly from your device's contacts, detail any pre-existing conditions, record allergies and list any medications that you might be taking.;1;1;0;;;;
Mobile Medjet If you are a Medjet member, the application allows you to record you membership information and provides one-touch access to Medjet emergency phone numbers.;0;1;0;;;;
Members also have one-touch access to the Medjet.com website via their device's Internet browser.;0;0;0;;;;
For non-members, the application offers a portal to Medjet's membership information via your device's Internet browser as well as one-touch access to the Medjet Membership Services Department.;0;0;0;;;;
This gives you mobile access to information on Medjet and its many membership options as well as the ability to enroll in the Medjet Membership Program.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.mfelix;4;0;4;;;;
##\APPLICATION\COMMUNICATION;0;0;4;;;;
Keep pictures of your loved ones that also work as contact shortcuts.;1;1;0;;;;
This creates widgets that look like the default Android picture frame widget, but when you create them you choose one or two ways of contacting someone.;0;1;0;;;;
Then you can touch the widget at any time to instantly reach your friends or family by your chosen method.;0;0;0;;;;
Supported contact methods:;1;1;0;;;;
call;1;0;0;;;;
text;1;0;0;;;;
email;1;1;0;;;;
view contact page;1;1;1;;;;
none To add a widget, long-press on your homescreen.;0;0;0;;;;
Now features two-link widgets: choose left/right or top/bottom split, and choose a different action (or even a different person) for each half of the widget.;0;0;0;;;;
This could be useful for a picture of a couple.;0;0;0;;;;
Buy to the full version to get:;0;0;0;;;;
Multiple widgets at once;0;0;0;;;;
Four more widget sizes (including larger sizes which are helpful for the visually impaired);0;0;0;;;;
Quick popup contact method (for Android 2+) ;1;1;0;;;;
Recent changes: 2.0 update: Added two-link (split) widgets.;0;0;0;;;;
2.01 update: Fixed force-close issue.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##blah.im.textreader;4;0;4;;;;
##\APPLICATION\TRANSPORTATION;0;0;4;;;;
Are you unable to listen to SMS / text messages because you're occupied by an activity, e.g. driving?;0;0;0;;;;
This app will play any incoming texts out loud using Google's Text-To-Speech API.;1;0;0;;;;
Hands-free text on the go.;0;0;0;;;;
As the basic version, it doesn't have the advanced feature, namely the ability to dictate and send a response using Google's market-leading Voice API.;0;1;0;;;;
The full version includes this feature and is available for a once-off fee of Â£1.99.;0;0;0;;;;
This price makes our HandsFree Text solution significantly more affordable than competing solutions (for example, http://www.drivesafe.ly/purchase-personal-drivesafe-ly).;0;0;0;;;;
If you investigate them, you will find that they:;0;0;0;;;;
require a monthly subscription or high once-off fee;0;0;0;;;;
insert adverts into the voice output;0;0;0;;;;
have restrictions on the number of words or characters that can be read or dictated Our once-off Â£1.99 fee for the full version of our software is therefore very competitive.;0;1;0;;;;
Please note that only English input and output is supported.;0;0;0;;;;
We are available to deal with queries or problems, if they arise, so please notify us and we will respond the same day and try to work with you to find a solution.;0;0;0;;;;
Thanks.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.antithesisdesign.beisbolfree;4;0;4;;;;
##\GAME\SPORTS_GAMES;0;0;4;;;;
Build a custom baseball team using friends from your contact book.;1;1;1;;;;
Play against your android device and build your team stats.;0;0;0;;;;
Tons of stats, per game stats, team stats, player stats, pitcher stats.;0;0;0;;;;
Compare your stats against world at the online league clubhouse.;0;0;0;;;;
Features:;0;0;0;;;;
Pull and Release batting interface;0;0;0;;;;
Automated fielders option;0;0;0;;;;
Pitch shaping Coming soon -League play -Additional fields ;0;0;0;;;;
Recent changes:;0;0;0;;;;
Resolves FC issue seen on some devices ;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.skyscape.packagefiveepkthreeundata.android.voucher.ui;4;0;4;;;;
##\APPLICATION\MEDICAL;0;0;4;;;;
This clinical practice support tool set from the American College of Cardiology Foundation provides concise, portable reference tools for the busy clinician.;0;0;0;;;;
Pocket Guideline material is adapted and enhanced for the Android devices from the full text version of ACC/AHA Practice Guidelines.;0;0;0;;;;
It also includes the Transthoracic and Transesophageal Echocardiography (TTE/TEE) Appropriateness Criteria Tool which provides a quick reference list of common appropriate and inappropriate uses of echocardiography and an innovative decision support application that helps guide physicians in the ordering of SPECT MPI for the detection and risk assessment of coronary artery disease.;0;0;0;;;;
You can select which specific tools you want to use, or get all of them.;0;0;0;;;;
ACC Pocket Guides includes;0;0;0;;;;
The Transthoracic and Transesophageal Echocardiography (TTE/TEE) Appropriateness Criteria Tool;0;0;0;;;;
ACC SPECT MPI Appropriateness Tool;0;0;0;;;;
Management of Patients With Atrial Fibrillation;0;0;0;;;;
Clinical Application of Echocardiography;0;0;0;;;;
Evaluation and Management of Chronic Heart Failure in the Adult;0;0;0;;;;
Implantation of Cardiac Pacemakers and Antiarrhythmia Devices;0;0;0;;;;
Perioperative Cardiovascular Evaluation for Noncardiac Surgery;0;0;0;;;;
Management of Patients With Chronic Stable Angina;0;0;0;;;;
Management of Patients With Unstable Angina and Non-ST-Segment Elevation Myocardial Infarction;0;0;0;;;;
Management of Patients With Valvular Heart Disease;0;0;0;;;;
Management of Patients With ST-Elevation Myocardial Infarction;0;0;0;;;;
Coronary Artery Bypass Graft Surgery;0;0;0;;;;
Peripheral Arterial Disease;0;0;0;;;;
Percutaneous Coronary Intervention;0;0;0;;;;
Ventricular Arrhythmias and the Prevention of Sudden Cardiac Death ABOUT SKYSCAPE on Android This app will install your new resource into the Skyscape Medical Resources environment.;0;0;0;;;;
All Skyscape titles (over 600 of them, for all professions and specialties) and services like MedAlertâ„¢ and CME-STATâ„¢ (coming soon) are accessed from within this environment.;0;0;0;;;;
Using our award winning technologies, including the patented SmartLink, Skyscape coordinates resources for drug information, interactions, clinical information, calculators, tools, clinical trial and research updates.;0;0;3;;;;
We provide a single point of entry and seamless integration of resources, providing the best user experience for point of care decision support and research needs.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.jokinn.zee;4;0;4;;;;
##\GAME\CARDS;0;0;4;;;;
JOKINN-ZEE Is an amazing dice game based on the popular YAHTZEE Â©;0;0;0;;;;
you have 13 rools to have the best score in 13 different categories , it also has scoreloop suport so you'll be playing against the whole world to get the best score and challenging other players arround the world.;0;0;3;;;;
"Related games: JOKINN-ZEE is a poker dice game like such games as Yacht, General, Cheerio, Yahtzee (Â¹ ""Yahtzee"" trademarked by Hasbro), etc.";0;0;0;;;;
Recent changes:;0;0;0;;;;
CUT APPBRAIN ADSCREEN ;0;0;0;;;;
Content rating: Medium Maturity;0;0;0;;;;
##chrisman.android.home.metroui;4;0;4;;;;
##\APPLICATION\PRODUCTIVITY;0;0;4;;;;
Rework (from the ground up) of the Metro UI project.;0;0;0;;;;
This project is designed to be extremely lightweight.;0;0;0;;;;
"While giving a similar appearance to the ""Metro"" UI popularized by Windows Phone 7.";0;0;0;;;;
It will take a while to load the first time.;0;0;0;;;;
Once it does you will need to pin apps to the home screen from the drawer.;0;0;0;;;;
Notes:;0;0;0;;;;
This will not support widgets (unnecessary bloat) Feel free to contact me with bugs/issues.;0;1;1;;;;
I will consider any feature requests.;0;0;0;;;;
However, as I stated above, the primary goal of this project is to be lightweight, so any feature that cannot be obtained inside those requirements will not be implemented.;0;0;0;;;;
Twitter: @BitModDev kw: Windows Mobile 7, Windows Phone 7, WM7, Metro UI, Live Tile ;0;0;0;;;;
Recent changes: ;0;0;0;;;;
1.1.5: ;0;0;0;;;;
Drag and Drop performance enhancements ;0;0;0;;;;
1.1.4: ;0;0;0;;;;
Removed the pin icon from the drawer.;0;0;0;;;;
This was to improve scrolling performance and make the experience more like WP7.;0;0;0;;;;
You can now pin/unpin via the context menu.;0;0;0;;;;
Removed the uninstall option for system apps ;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##dk.thomasen.android;4;0;4;;;;
##\APPLICATION\SHOPPING;0;0;4;;;;
A simple Shopping List.;0;0;0;;;;
Lets you type a list of groceries, and check them as you go along in the supermarket.;0;0;0;;;;
You can also share the list by SMS.;1;0;1;;;;
Shopping List remembers what you type, and allows you easy access to select items from this list.;0;0;0;;;;
Long click on an item allows you to remove it from the list.;0;0;0;;;;
You can also 'Remove and forget', which will remove the item both from the list and from the database of items.;0;1;0;;;;
Please send ideas, suggestions, and bugs to support@thomasen.dk.;0;0;0;;;;
Keywords: Shopping list, Grocery list, Einkaufszettel, Einkaufsliste, IndkÃ¸bsseddel, IndkÃ¸bsliste, Lista de compras, buy groceries.;0;0;0;;;;
Recent changes:;0;0;0;;;;
Alphabetical sorting.;0;0;0;;;;
Improvements in translation.;0;0;0;;;;
Thanks to Andreas Hahn.;0;0;0;;;;
Easy sharing of app.;0;0;0;;;;
Fixed the Uncle Ben's Sauce issue...;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##br.livroandroid.widget.contatos;4;0;4;;;;
##\APPLICATION\COMMUNICATION;0;0;4;;;;
Put your favorite contacts in the home screen, and show or call it with just one touch.;1;1;1;;;;
Any feedback is appreciated.;0;0;0;;;;
V 0.0.10;0;0;0;;;;
Improve the photo/label icon ;0;0;0;;;;
V 0.0.9;0;0;0;;;;
dialog send email ;1;1;1;;;;
V 0.0.8;0;0;0;;;;
fixed a bug report ;0;0;0;;;;
V 0.0.7;0;0;0;;;;
improved config wizard ;0;0;0;;;;
V 0.0.6;0;0;0;;;;
Dialog to choose the preferred action ;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.codeansoftware.callannouncer;4;0;4;;;;
##\APPLICATION\COMMUNICATION;0;0;4;;;;
Call Announcer provides an audible caller id for your Android phone.;1;0;0;;;;
Utilizing your contact list and Google's Text to Speech (TTS) capabilities, all incoming calls are announced alone or over your current ring tone.;1;1;0;;;;
Incoming SMS messages can also be announced and Read.;1;0;1;;;;
All announcements are fully customizable.;0;0;0;;;;
Recent changes:;0;0;0;;;;
1.11 Added @OrgName@ and @OrgTitle@ to the list of contact items that can be announced.;0;1;0;;;;
Added a configuration option that allows the user to select to announce for Known or Known Starred contacts.;0;1;0;;;;
Added a configuration option that allows the user to turn off announcements if currently on a call.;0;0;0;;;;
Fixed a bug that under certain circumstances caused some beeping while on a call.;0;0;0;;;;
Fixed a bug that allowed paid for items to be active when the license wasn't purchased.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.greenmobileapps.mygpsstatus_a;4;0;4;;;;
##\APPLICATION\TRAVEL_AND_LOCAL;0;0;4;;;;
This small free app gives you GPS information on your gphone.;0;0;0;;;;
Latitude, longitude, altitude, speed, bearing, update time, accuracy for both GPS and Wireless Networks.;0;0;0;;;;
Share with friends by email and SMS (short message) ;1;1;1;;;;
Content rating: Not rated;0;0;0;;;;
##com.tellmei.ringtone;4;0;4;;;;
##\APPLICATION\MUSIC_AND_AUDIO;0;0;4;;;;
Mp3,Ringtones,ringdroid,ringtone,ringtone maker,ringtone mp3 Create your own ringtone,alarm,or notification sound from an existing audio file.;0;0;0;;;;
You can get any ringtone you want.;0;0;0;;;;
RingTone Maker allows you to create unlimited custom ringtones using songs in your android's music library.;0;0;0;;;;
Use the beautiful interface to adjust your ringtone length from 6 to 30 seconds.;0;0;0;;;;
Then swipe the audio wave to select a short clip, and your ringtone is ready.;0;0;0;;;;
It's that easy!;0;0;0;;;;
Get started creating custom ringtones for everyone in your address book.;1;0;1;;;;
(NOTE:;0;0;0;;;;
 RingTone Maker allows you to make ringtones anytime.) Features:;0;0;0;;;;
Play the audio file.;0;0;0;;;;
Make you owner ringtone.;0;0;0;;;;
Record a new ringtone by your phone.;0;0;0;;;;
Set as alarm.;0;0;0;;;;
Set as notification.;0;0;0;;;;
Set as ringtone.;0;0;0;;;;
Set as contact ringtone surpported.;1;1;1;;;;
~~tags: mp3 music download, mp3 downloader, music search, make mp3 ringtone, lyric search.music download android contact ringtone alarm notification.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.deiz.android.helpme;4;0;4;;;;
##\APPLICATION\MEDICAL;0;0;4;;;;
This is a simple application that may save your life one day.;0;0;0;;;;
It is a screen with vital information about your health: blood type, allergies, diseases, a contact number and a popup with whatever info you want to show.;0;1;0;;;;
Everything can be personalized in the settings.;0;0;0;;;;
Specially useful if you are in trouble and cannot speak, bystanders/paramedics can quickly see information that could help them heal you.;0;0;0;;;;
Features:;0;0;0;;;;
Disabled screensaver;0;0;0;;;;
"Pressing ""Call this"" will start a call from your phone";0;0;0;;;;
SOS sound Upcoming features:;0;0;0;;;;
Flashing screen;0;0;0;;;;
Multilingual support Paid version(coming soon) ;0;0;0;;;;
extra features:;0;0;0;;;;
Geolocation tracking system on webserver;0;0;0;;;;
XX sending text with Geolocation webserver link ;1;0;1;;;;
Localization: Please, help us translate this application, go to http://www.getlocalization.com/deiz_helpme/ Thank you!;0;0;0;;;;
Feedback: Help us improve this applications by sending us feedback through our facebook discussion page http://www.facebook.com/deizpage ;0;0;0;;;;
Recent changes: Added error recovery in contact accessor api ;0;1;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.googlecode.eyesfree.walkytalky;4;0;4;;;;
##\APPLICATION\TRAVEL_AND_LOCAL;0;0;4;;;;
WalkyTalky is an accessible navigation aid.;0;0;0;;;;
Periodically updates the status bar with your current location to the nearest street address;0;0;0;;;;
Ability to input a destination and directly launch Maps Navigation in Walking directions mode;0;0;0;;;;
Please remember to enable GPS when running this app!;0;0;0;;;;
Recent changes:;0;0;0;;;;
Added ability to navigate to a Contact if that Contact has address information.;1;1;1;;;;
Changed speaking behavior to only start after the screen has been turned off or after Navigation has started.;0;0;0;;;;
This makes it easier to set the destination by minimizing distracting messages while you are trying to type.;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.sugree.barcodegen;4;0;4;;;;
##\APPLICATION\TOOLS;0;0;4;;;;
A simple tool for generating and reading QR code supporting event, contact, email, geo, phone, sms, text, url and wifi.;1;1;1;;;;
"Accept text and contact sent via ""Share""";1;1;1;;;;
Save barcode to Gallery;0;0;0;;;;
Share barcode;0;0;0;;;;
Edit information in barcode;0;0;0;;;;
Read barcode from file;0;0;0;;;;
Pick menu;0;0;0;;;;
MMS UPDATE;0;0;0;;;;
Apache License 2.0 ;0;0;0;;;;
Content rating: Not rated;0;0;0;;;;
##net.binu.platform.android.googlesearch;4;0;4;;;;
##\APPLICATION\BOOKS_AND_REFERENCE;0;0;4;;;;
Get web search, image and video results from Google in less than 3 seconds!;0;0;0;;;;
Powered by biNu's highly optimised architecture which ensures super fast page loads and near instant response times even on slow or congested networks, including 2G.;0;0;0;;;;
Very low data usage is another key advantage of biNu when compared against standard browsers.;0;1;0;;;;
Content rating: Medium Maturity;0;0;0;;;;
